Timestamp,1. Umur anda (sila nyatakan),2. Kaum,3. Agama,4. Negeri Tempat Mengundi,Negeri,5. Bil elektrik bulan terakhir anda,6. Tahap pendidikan tertinggi anda,7. Adakah anda pengundi berdaftar?,8. Media sosial di Internet merupakan sumber maklumat utama saya mengenai isu semasa berbanding media cetak dan televisyen.,9. Dasar Transformasi Nasional yang diperkenalkan kerajaan mampu membawa kemakmuran kepada negara pada masa depan.,10. Tun Mahathir Mohamad adalah negarawan ulung negara.,11. Pilihan Raya Umum Ke 14 akan memberi sinar perubahan baharu kepada politik dan ekonomi Malaysia.,12. Cukai GST harus dikekalkan bagi menjamin pembangunan negara yang berterusan.,13. Isu agama dan kaum perlu diberi perhatian utama berbanding ekonomi dan pembangunan.,14. Bagaimana anda menilai pencapaian Datuk Seri Najib Tun Razak sebagai Perdana Menteri ?,"15. Sekiranya Pilihanraya Umum (PRU) diadakan esok,parti mana yang akan anda pilih?"
4/2/2018 15:07:12,28,Melayu,Islam,Kedah,Kedah,RM 0 - RM 100,Siswazah (Masters/PHD),Ya,Ya,Ya,Ya,Ya,Tidak,Ya,Tidak Puas Hati,Tidak Pasti
4/2/2018 15:08:46,28,Melayu,Islam,Kelantan,Kelantan,RM 101 - RM 300,Diploma / Sijil,Ya,Ya,Ya,Ya,Ya,Tidak,Ya,Sedikit Tidak Puas Hati,Pas dan Gabungan nya
4/2/2018 16:09:32,35,Melayu,Islam,Terengganu,Terengganu,RM 0 - RM 100,Ijazah Sarjana Muda,Ya,Ya,Ya,Ya,Tidak Pasti,Tidak,Tidak Pasti,Sedikit Tidak Puas Hati,Tidak Pasti
4/2/2018 16:20:45,45,Melayu,Islam,Kedah,Kedah,RM 101 - RM 300,Ijazah Sarjana Muda,Ya,Ya,Ya,Tidak Pasti,Ya,Ya,Tidak Pasti,Puas Hati,Barisan Nasional (BN)
4/2/2018 16:26:22,46,Melayu,Islam,Terengganu,Terengganu,RM 0 - RM 100,Siswazah (Masters/PHD),Ya,Ya,Ya,Ya,Ya,Ya,Tidak,Sedikit Tidak Puas Hati,Barisan Nasional (BN)
4/2/2018 17:20:07,29,Melayu,Islam,Johor,Johor,RM 101 - RM 300,Ijazah Sarjana Muda,Ya,Ya,Tidak,Ya,Ya,Tidak,Tidak,Tidak Puas Hati,Pas dan Gabungan nya
4/2/2018 17:49:17,36,Melayu,Islam,Pulau Pinang,Pulau Pinang,RM 0 - RM 100,SPM/SPMV atau setaraf,Ya,Ya,Tidak Pasti,Tidak,Ya,Tidak,Tidak Pasti,Tidak Puas Hati,Pas dan Gabungan nya
4/2/2018 17:53:15,45,Melayu,Islam,Perlis,Perlis,RM 0 - RM 100,Ijazah Sarjana Muda,Ya,Ya,Tidak Pasti,Ya,Ya,Tidak,Tidak,Tidak Puas Hati,Pakatan Harapan (PH)
4/2/2018 18:23:38,31,Melayu,Islam,Kedah,Kedah,RM 0 - RM 100,Siswazah (Masters/PHD),Ya,Ya,Ya,Ya,Ya,Tidak,Ya,Sedikit Tidak Puas Hati,Tidak Pasti
4/2/2018 18:33:07,27,Melayu,Islam,Kuala Lumpur,Kuala Lumpur,RM 101 - RM 300,Siswazah (Masters/PHD),Ya,Ya,Tidak Pasti,Ya,Tidak,Ya,Tidak,Sedikit Tidak Puas Hati,Pakatan Harapan (PH)
4/2/2018 18:48:37,29,Melayu,Islam,Selangor,Selangor,RM 101 - RM 300,Ijazah Sarjana Muda,Ya,Ya,Tidak,Ya,Tidak,Tidak,Tidak,Tidak Puas Hati,Tidak Pasti
4/2/2018 19:01:43,31,Melayu,Islam,Selangor,Selangor,RM 0 - RM 100,Ijazah Sarjana Muda,Ya,Ya,Tidak Pasti,Ya,Tidak Pasti,Tidak,Tidak Pasti,Sedikit Tidak Puas Hati,Tidak Pasti
4/2/2018 19:36:56,45,Melayu,Islam,Pulau Pinang,Pulau Pinang,RM 0 - RM 100,Ijazah Sarjana Muda,Ya,Ya,Tidak,Ya,Ya,Tidak,Tidak,Amat Puas Hati,Pakatan Harapan (PH)
4/2/2018 20:44:01,26,Melayu,Islam,Negeri sembilan,Negeri Sembilan,RM 101 - RM 300,Diploma / Sijil,Ya,Ya,Ya,Tidak Pasti,Tidak Pasti,Tidak,Ya,Sedikit Tidak Puas Hati,Tidak Pasti
4/2/2018 22:45:53,37,Melayu,Islam,Perlis,Perlis,RM 0 - RM 100,Ijazah Sarjana Muda,Ya,Tidak Pasti,Ya,Ya,Tidak Pasti,Tidak,Tidak,Sedikit Tidak Puas Hati,Pas dan Gabungan nya
4/2/2018 23:04:19,36,Melayu,Islam,Perak,Perak,RM 301 - RM 500,Ijazah Sarjana Muda,Ya,Ya,Tidak Pasti,Tidak Pasti,Ya,Tidak,Ya,Tidak Puas Hati,Pakatan Harapan (PH)
4/2/2018 23:30:16,42,Melayu,Islam,Selangor,Selangor,RM 0 - RM 100,SPM/SPMV atau setaraf,Ya,Ya,Tidak Pasti,Tidak Pasti,Tidak Pasti,Ya,Tidak,Tidak Puas Hati,Pakatan Harapan (PH)
4/2/2018 23:32:24,31,Melayu,Islam,Kedah,Kedah,RM 0 - RM 100,Siswazah (Masters/PHD),Ya,Ya,Tidak Pasti,Ya,Ya,Tidak Pasti,Tidak,Tidak Puas Hati,Pakatan Harapan (PH)
4/3/2018 2:14:22,62,India,Hindu,Kedah,Kedah,RM 101 - RM 300,SRP/PMR atau lebih rendah,Ya,Ya,Ya,Ya,Ya,Tidak,Tidak,Tidak Puas Hati,Pakatan Harapan (PH)
4/3/2018 6:35:18,37,Melayu,Islam,Kedah,Kedah,RM 101 - RM 300,Ijazah Sarjana Muda,Ya,Ya,Ya,Ya,Tidak Pasti,Tidak,Ya,Sedikit Tidak Puas Hati,Tidak Pasti
4/3/2018 8:32:30,37,Melayu,Islam,Kedah,Kedah,RM 101 - RM 300,Diploma / Sijil,Ya,Ya,Ya,Ya,Ya,Tidak,Ya,Tidak Puas Hati,Pas dan Gabungan nya
4/3/2018 10:30:30,24,Melayu,Islam,Kelantan,Kelantan,RM 0 - RM 100,Ijazah Sarjana Muda,Ya,Tidak Pasti,Tidak Pasti,Tidak Pasti,Tidak Pasti,Tidak,Ya,Sedikit Tidak Puas Hati,Tidak Pasti
4/3/2018 18:59:22,33,Melayu,Islam,Kl,Kuala Lumpur,RM 101 - RM 300,Ijazah Sarjana Muda,Tidak,Tidak,Tidak Pasti,Ya,Tidak Pasti,Tidak,Tidak,Tidak Puas Hati,Tidak Pasti
4/3/2018 19:39:13,35,Melayu,Islam,Kuala Lumpur,Kuala Lumpur,RM 101 - RM 300,Ijazah Sarjana Muda,Ya,Ya,Ya,Ya,Tidak Pasti,Tidak Pasti,Ya,Tidak Puas Hati,Pakatan Harapan (PH)
4/3/2018 19:40:00,33,Melayu,Islam,Pulau Pinang,Pulau Pinang,RM 101 - RM 300,Ijazah Sarjana Muda,Ya,Ya,Tidak Pasti,Ya,Tidak Pasti,Ya,Tidak,Tidak Puas Hati,Tidak Pasti
4/3/2018 21:47:08,26,Melayu,Islam,Kedah,Kedah,RM 0 - RM 100,Ijazah Sarjana Muda,Ya,Ya,Ya,Ya,Tidak Pasti,Ya,Ya,Puas Hati,Barisan Nasional (BN)
4/3/2018 21:56:13,26,Melayu,Islam,Kuala Lumpur,Kuala Lumpur,RM 101 - RM 300,Ijazah Sarjana Muda,Ya,Ya,Tidak Pasti,Ya,Ya,Ya,Tidak Pasti,Tidak Puas Hati,Pakatan Harapan (PH)
4/3/2018 21:59:54,41,Cina,Buddha,KL,Kuala Lumpur,RM 0 - RM 100,Siswazah (Masters/PHD),Ya,Ya,Tidak Pasti,Ya,Tidak Pasti,Tidak Pasti,Tidak,Tidak Puas Hati,Tidak Pasti
4/3/2018 22:18:44,38,Melayu,Islam,Perak,Perak,RM 301 - RM 500,Siswazah (Masters/PHD),Ya,Ya,Ya,Ya,Ya,Ya,Ya,Sedikit Tidak Puas Hati,Pas dan Gabungan nya
4/3/2018 22:22:30,38,Melayu,Islam,Selangor,Selangor,RM 101 - RM 300,Siswazah (Masters/PHD),Ya,Ya,Tidak Pasti,Ya,Tidak Pasti,Tidak Pasti,Ya,Sedikit Tidak Puas Hati,Barisan Nasional (BN)
4/3/2018 22:24:42,31,Melayu,Islam,Perak,Perak,RM 101 - RM 300,Ijazah Sarjana Muda,Ya,Ya,Tidak Pasti,Ya,Tidak Pasti,Tidak,Ya,Tidak Puas Hati,Tidak Pasti
4/3/2018 22:30:58,39,Melayu,Islam,Putrajaya ,Putrajaya,RM 0 - RM 100,Ijazah Sarjana Muda,Ya,Ya,Tidak Pasti,Ya,Tidak,Ya,Ya,Sedikit Tidak Puas Hati,Pas dan Gabungan nya
4/3/2018 22:32:05,23,Melayu,Islam,Kl,Kuala Lumpur,RM 101 - RM 300,Ijazah Sarjana Muda,Ya,Ya,Tidak Pasti,Ya,Tidak Pasti,Tidak,Tidak,Tidak Puas Hati,Pakatan Harapan (PH)
4/3/2018 22:35:28,50,Melayu,Islam,Selangor ,Selangor,RM 500 dan lebih,Ijazah Sarjana Muda,Ya,Ya,Tidak Pasti,Ya,Ya,Tidak,Tidak,Tidak Puas Hati,Tidak Pasti
4/3/2018 22:35:29,44,Melayu,Lain-lain,kuala lumpur,Kuala Lumpur,RM 101 - RM 300,Ijazah Sarjana Muda,Ya,Ya,Tidak,Ya,Ya,Tidak,Ya,Tidak Puas Hati,Pakatan Harapan (PH)
4/3/2018 22:38:25,35,Melayu,Islam,Pulau Pinang,Pulau Pinang,RM 101 - RM 300,Siswazah (Masters/PHD),Ya,Tidak,Ya,Ya,Ya,Ya,Tidak,Puas Hati,Barisan Nasional (BN)
4/3/2018 22:40:27,30,Melayu,Islam,kuala lumpur,Kuala Lumpur,RM 0 - RM 100,Ijazah Sarjana Muda,Ya,Ya,Tidak Pasti,Ya,Ya,Tidak,Ya,Tidak Puas Hati,Pakatan Harapan (PH)
4/3/2018 22:42:15,37,Melayu,Islam,Kota kinabalu,Sabah,RM 101 - RM 300,Ijazah Sarjana Muda,Ya,Ya,Ya,Ya,Ya,Tidak Pasti,Ya,Puas Hati,Barisan Nasional (BN)
4/3/2018 22:47:06,42,Cina,Kristian,Selangor,Selangor,RM 0 - RM 100,Siswazah (Masters/PHD),Ya,Tidak,Ya,Ya,Ya,Ya,Ya,Tidak Puas Hati,Tidak Pasti
4/3/2018 22:52:24,39,Melayu,Islam,Perak,Perak,RM 0 - RM 100,Ijazah Sarjana Muda,Ya,Ya,Ya,Ya,Ya,Ya,Ya,Sedikit Tidak Puas Hati,Tidak Pasti
4/3/2018 22:53:24,21,Cina,Buddha,Kuala Lumpur,Kuala Lumpur,RM 101 - RM 300,Ijazah Sarjana Muda,Tidak,Tidak Pasti,Ya,Tidak Pasti,Ya,Ya,Ya,Sedikit Tidak Puas Hati,Barisan Nasional (BN)
4/3/2018 23:03:51,53,Melayu,Islam,Selangor,Selangor,RM 0 - RM 100,Siswazah (Masters/PHD),Ya,Tidak,Tidak,Tidak,Tidak Pasti,Tidak,Ya,Tidak Puas Hati,Pas dan Gabungan nya
4/3/2018 23:09:14,55,Melayu,Islam,WP K. LUMPUR,Kuala Lumpur,RM 0 - RM 100,Ijazah Sarjana Muda,Ya,Tidak,Tidak Pasti,Tidak Pasti,Tidak Pasti,Tidak,Ya,Sedikit Tidak Puas Hati,Tidak Pasti
4/3/2018 23:22:53,39,Melayu,Islam,Kuala lumpur,Kuala Lumpur,RM 101 - RM 300,Diploma / Sijil,Ya,Ya,Tidak Pasti,Ya,Tidak Pasti,Ya,Tidak,Tidak Puas Hati,Pakatan Harapan (PH)
4/4/2018 1:06:53,26,Melayu,Islam,Kedah,Kedah,RM 301 - RM 500,Diploma / Sijil,Ya,Ya,Tidak,Ya,Ya,Tidak,Tidak,Tidak Puas Hati,Pakatan Harapan (PH)
4/4/2018 7:11:17,47,Melayu,Islam,SELANGOR,Selangor,RM 0 - RM 100,Ijazah Sarjana Muda,Ya,Ya,Ya,Ya,Ya,Tidak,Tidak Pasti,Sedikit Tidak Puas Hati,Tidak Pasti
4/4/2018 7:22:30,39,Melayu,Islam,Selangor,Selangor,RM 101 - RM 300,Ijazah Sarjana Muda,Ya,Ya,Tidak Pasti,Ya,Tidak Pasti,Tidak Pasti,Ya,Sedikit Tidak Puas Hati,Tidak Pasti
4/4/2018 7:40:41,39,Melayu,Islam,Selangor ,Selangor,RM 0 - RM 100,SPM/SPMV atau setaraf,Ya,Ya,Tidak Pasti,Ya,Tidak Pasti,Tidak Pasti,Tidak Pasti,Tidak Puas Hati,Tidak Pasti
4/4/2018 7:47:58,48,Melayu,Islam,Selangor,Selangor,RM 101 - RM 300,SPM/SPMV atau setaraf,Ya,Ya,Tidak Pasti,Ya,Ya,Tidak,Ya,Tidak Puas Hati,Pakatan Harapan (PH)
4/4/2018 7:54:35,35,Melayu,Islam,selangor ,Selangor,RM 0 - RM 100,SPM/SPMV atau setaraf,Ya,Tidak,Tidak Pasti,Ya,Tidak Pasti,Tidak,Ya,Sedikit Tidak Puas Hati,Tidak Pasti
4/4/2018 8:24:18,47,Melayu,Islam,Selangor,Selangor,RM 0 - RM 100,Diploma / Sijil,Ya,Ya,Tidak,Ya,Ya,Tidak,Ya,Tidak Puas Hati,Pakatan Harapan (PH)
4/4/2018 8:39:31,36,Melayu,Islam,KL ,Kuala Lumpur,RM 101 - RM 300,Siswazah (Masters/PHD),Ya,Ya,Tidak Pasti,Ya,Ya,Ya,Tidak,Sedikit Tidak Puas Hati,Pakatan Harapan (PH)
4/4/2018 9:17:36,35,Melayu,Islam,Selangor,Selangor,RM 0 - RM 100,Diploma / Sijil,Ya,Ya,Tidak,Tidak,Tidak Pasti,Tidak,Ya,Tidak Puas Hati,Pas dan Gabungan nya
4/4/2018 10:10:17,43,Melayu,Islam,Perak,Perak,RM 301 - RM 500,Siswazah (Masters/PHD),Ya,Tidak,Tidak Pasti,Ya,Ya,Ya,Ya,Sedikit Tidak Puas Hati,Barisan Nasional (BN)
4/4/2018 11:32:59,25,Melayu,Islam,terengganu,Terengganu,RM 0 - RM 100,Ijazah Sarjana Muda,Ya,Ya,Tidak Pasti,Ya,Ya,Tidak,Ya,Sedikit Tidak Puas Hati,Tidak Pasti
4/4/2018 14:06:16,62,Melayu,Islam,Selangor,Selangor,RM 301 - RM 500,Ijazah Sarjana Muda,Ya,Ya,Tidak,Tidak,Ya,Tidak,Tidak,Tidak Puas Hati,Pas dan Gabungan nya
4/4/2018 15:48:12,27,Melayu,Islam,perak,Perak,RM 101 - RM 300,Ijazah Sarjana Muda,Ya,Ya,Ya,Ya,Ya,Tidak,Tidak,Sedikit Tidak Puas Hati,Pakatan Harapan (PH)
4/4/2018 15:51:07,27,Melayu,Islam,Kuala Lumput,Kuala Lumpur,RM 0 - RM 100,Ijazah Sarjana Muda,Ya,Ya,Tidak Pasti,Tidak Pasti,Ya,Tidak,Ya,Tidak Puas Hati,Tidak Pasti
4/4/2018 15:59:31,31,Melayu,Islam,Kedah,Kedah,RM 0 - RM 100,Ijazah Sarjana Muda,Ya,Ya,Ya,Ya,Ya,Tidak,Tidak,Sedikit Tidak Puas Hati,Tidak Pasti
4/4/2018 16:00:08,26,Melayu,Islam,Kedah,Kedah,RM 101 - RM 300,Siswazah (Masters/PHD),Ya,Ya,Tidak Pasti,Ya,Ya,Tidak,Tidak,Sedikit Tidak Puas Hati,Tidak Pasti
4/4/2018 16:00:23,26,Melayu,Islam,Terengganu,Terengganu,RM 101 - RM 300,Ijazah Sarjana Muda,Ya,Ya,Ya,Ya,Ya,Tidak,Tidak,Puas Hati,Tidak Pasti
4/4/2018 16:04:27,32,Melayu,Islam,Kuala Lumpur,Kuala Lumpur,RM 101 - RM 300,Ijazah Sarjana Muda,Ya,Ya,Ya,Ya,Tidak Pasti,Tidak,Tidak,Sedikit Tidak Puas Hati,Tidak Pasti
4/4/2018 16:04:51,44,Melayu,Islam,Kedah,Kedah,RM 101 - RM 300,Ijazah Sarjana Muda,Ya,Tidak,Ya,Ya,Tidak Pasti,Ya,Ya,Puas Hati,Barisan Nasional (BN)
4/4/2018 16:05:40,31,Melayu,Islam,Johor,Johor,RM 0 - RM 100,Ijazah Sarjana Muda,Ya,Tidak,Tidak,Ya,Tidak,Tidak,Ya,Tidak Puas Hati,Tidak Pasti
4/4/2018 16:05:44,25,Melayu,Islam,Selangor,Selangor,RM 0 - RM 100,Ijazah Sarjana Muda,Ya,Ya,Tidak Pasti,Ya,Tidak Pasti,Tidak Pasti,Ya,Tidak Puas Hati,Pas dan Gabungan nya
4/4/2018 16:08:31,48,Melayu,Islam,Kl,Kuala Lumpur,RM 101 - RM 300,Ijazah Sarjana Muda,Ya,Ya,Tidak Pasti,Ya,Tidak Pasti,Ya,Tidak,Sedikit Tidak Puas Hati,Tidak Pasti
4/4/2018 16:10:32,36,Melayu,Islam,Selangor ,Selangor,RM 101 - RM 300,Ijazah Sarjana Muda,Ya,Ya,Tidak Pasti,Ya,Tidak Pasti,Tidak Pasti,Ya,Sedikit Tidak Puas Hati,Tidak Pasti
4/4/2018 16:13:57,27,Melayu,Islam,Perak,Perak,RM 0 - RM 100,Ijazah Sarjana Muda,Ya,Ya,Ya,Ya,Ya,Ya,Tidak,Puas Hati,Barisan Nasional (BN)
4/4/2018 16:14:29,26,Melayu,Islam,Kedah,Kedah,RM 0 - RM 100,Ijazah Sarjana Muda,Ya,Tidak Pasti,Ya,Tidak Pasti,Tidak Pasti,Tidak Pasti,Tidak,Amat Puas Hati,Barisan Nasional (BN)
4/4/2018 16:14:41,40,Melayu,Islam,Kedah,Kedah,RM 0 - RM 100,Diploma / Sijil,Ya,Tidak,Tidak Pasti,Ya,Ya,Tidak,Tidak Pasti,Sedikit Tidak Puas Hati,Barisan Nasional (BN)
4/4/2018 16:14:57,24,Melayu,Islam,Manjoi,Perak,RM 0 - RM 100,SPM/SPMV atau setaraf,Tidak,Ya,Tidak Pasti,Ya,Tidak Pasti,Tidak,Ya,Tidak Puas Hati,Tidak Pasti
4/4/2018 16:16:11,25,Melayu,Islam,Johor ,Johor,RM 101 - RM 300,Ijazah Sarjana Muda,Ya,Ya,Ya,Ya,Ya,Ya,Ya,Puas Hati,Barisan Nasional (BN)
4/4/2018 16:19:08,48,Melayu,Islam,Perak,Perak,RM 101 - RM 300,Siswazah (Masters/PHD),Ya,Ya,Tidak Pasti,Ya,Ya,Tidak,Tidak Pasti,Sedikit Tidak Puas Hati,Tidak Pasti
4/4/2018 16:19:49,25,Melayu,Islam,Kuala Lumpur,Kuala Lumpur,RM 0 - RM 100,Ijazah Sarjana Muda,Ya,Ya,Ya,Ya,Ya,Tidak,Tidak,Tidak Puas Hati,Pakatan Harapan (PH)
4/4/2018 16:20:10,27,Cina,Buddha,Pulau Pinang,Pulau Pinang,RM 101 - RM 300,Siswazah (Masters/PHD),Ya,Tidak,Tidak,Ya,Tidak Pasti,Ya,Tidak,Tidak Puas Hati,Tidak Pasti
4/4/2018 16:23:00,30,Melayu,Islam,Kuala Lumpur ,Kuala Lumpur,RM 0 - RM 100,Ijazah Sarjana Muda,Ya,Ya,Tidak Pasti,Ya,Tidak Pasti,Tidak,Ya,Sedikit Tidak Puas Hati,Tidak Pasti
4/4/2018 16:23:57,29,Lain-lain,Islam,Kuala Lumpur,Kuala Lumpur,RM 0 - RM 100,Ijazah Sarjana Muda,Ya,Ya,Tidak Pasti,Ya,Tidak Pasti,Ya,Tidak,Sedikit Tidak Puas Hati,Pakatan Harapan (PH)
4/4/2018 16:25:05,27,Melayu,Islam,KualaL,Kuala Lumpur,RM 301 - RM 500,Siswazah (Masters/PHD),Ya,Ya,Tidak Pasti,Ya,Tidak Pasti,Tidak Pasti,Tidak,Puas Hati,Tidak Pasti
4/4/2018 16:26:26,24,Melayu,Islam,Selangor,Selangor,RM 500 dan lebih,Diploma / Sijil,Ya,Ya,Tidak Pasti,Ya,Tidak Pasti,Tidak,Ya,Tidak Puas Hati,Pakatan Harapan (PH)
4/4/2018 16:26:33,29,Melayu,Islam,Selangor,Selangor,RM 101 - RM 300,Siswazah (Masters/PHD),Ya,Tidak,Ya,Tidak,Ya,Ya,Ya,Puas Hati,Barisan Nasional (BN)
4/4/2018 16:26:59,39,Melayu,Islam,Perak,Perak,RM 0 - RM 100,Diploma / Sijil,Ya,Ya,Ya,Ya,Ya,Tidak Pasti,Ya,Sedikit Tidak Puas Hati,Tidak Pasti
4/4/2018 16:27:11,27,Melayu,Islam,Kuala Lumpur,Kuala Lumpur,RM 301 - RM 500,Ijazah Sarjana Muda,Ya,Ya,Tidak Pasti,Ya,Tidak Pasti,Tidak Pasti,Tidak Pasti,Puas Hati,Tidak Pasti
4/4/2018 16:42:14,37,Melayu,Islam,Perak,Perak,RM 101 - RM 300,Diploma / Sijil,Ya,Ya,Ya,Ya,Tidak Pasti,Tidak Pasti,Ya,Puas Hati,Tidak Pasti
4/4/2018 16:42:49,26,Melayu,Islam,Selangor,Selangor,RM 0 - RM 100,Diploma / Sijil,Tidak,Tidak Pasti,Tidak Pasti,Ya,Tidak Pasti,Tidak,Tidak Pasti,Sedikit Tidak Puas Hati,Tidak Pasti
4/4/2018 16:44:36,27,Melayu,Islam,Johor,Johor,RM 0 - RM 100,Ijazah Sarjana Muda,Tidak,Ya,Tidak Pasti,Ya,Tidak Pasti,Tidak Pasti,Tidak,Tidak Puas Hati,Tidak Pasti
4/4/2018 16:45:20,26,Melayu,Islam,Kedah,Kedah,RM 0 - RM 100,Ijazah Sarjana Muda,Ya,Ya,Tidak Pasti,Ya,Tidak,Tidak,Tidak,Tidak Puas Hati,Pakatan Harapan (PH)
4/4/2018 16:46:52,33,Melayu,Islam,Shah Alam ,Selangor,RM 0 - RM 100,Ijazah Sarjana Muda,Ya,Ya,Ya,Ya,Tidak Pasti,Ya,Tidak,Sedikit Tidak Puas Hati,Pakatan Harapan (PH)
4/4/2018 16:47:56,27,Melayu,Islam,Perak,Perak,RM 101 - RM 300,Ijazah Sarjana Muda,Ya,Ya,Ya,Tidak Pasti,Ya,Tidak Pasti,Ya,Puas Hati,Tidak Pasti
4/4/2018 16:48:33,27,Melayu,Islam,Selangor,Selangor,RM 101 - RM 300,Ijazah Sarjana Muda,Ya,Ya,Ya,Ya,Tidak Pasti,Tidak,Tidak,Sedikit Tidak Puas Hati,Tidak Pasti
4/4/2018 16:49:07,27,Melayu,Islam,Selangor,Selangor,RM 0 - RM 100,Ijazah Sarjana Muda,Ya,Tidak,Ya,Tidak Pasti,Ya,Tidak,Tidak Pasti,Sedikit Tidak Puas Hati,Pas dan Gabungan nya
4/4/2018 16:51:23,51,Melayu,Islam,Kuala Lumpur,Kuala Lumpur,RM 101 - RM 300,SPM/SPMV atau setaraf,Ya,Ya,Ya,Ya,Tidak Pasti,Tidak,Tidak Pasti,Puas Hati,Tidak Pasti
4/4/2018 16:53:18,29,Melayu,Islam,Perak,Perak,RM 0 - RM 100,Diploma / Sijil,Ya,Ya,Tidak Pasti,Tidak Pasti,Tidak Pasti,Tidak,Ya,Sedikit Tidak Puas Hati,Barisan Nasional (BN)
4/4/2018 16:57:51,27,Melayu,Islam,Kedah,Kedah,RM 0 - RM 100,Ijazah Sarjana Muda,Ya,Ya,Ya,Ya,Ya,Tidak Pasti,Tidak Pasti,Puas Hati,Tidak Pasti
4/4/2018 16:58:27,26,Melayu,Islam,Perlis,Perlis,RM 0 - RM 100,Siswazah (Masters/PHD),Ya,Ya,Ya,Ya,Tidak,Ya,Tidak,Puas Hati,Tidak Pasti
4/4/2018 17:03:14,27,Melayu,Islam,Kedah,Kedah,RM 101 - RM 300,Ijazah Sarjana Muda,Ya,Ya,Ya,Ya,Tidak Pasti,Tidak,Tidak Pasti,Tidak Puas Hati,Pakatan Harapan (PH)
4/4/2018 17:03:44,27,Melayu,Islam,Negeri Sembilan,Negeri Sembilan,RM 101 - RM 300,Ijazah Sarjana Muda,Ya,Ya,Tidak Pasti,Ya,Ya,Tidak,Tidak,Tidak Puas Hati,Tidak Pasti
4/4/2018 17:04:06,28,Melayu,Islam,selangor,Selangor,RM 101 - RM 300,Diploma / Sijil,Ya,Tidak Pasti,Tidak Pasti,Ya,Tidak Pasti,Tidak,Tidak Pasti,Tidak Puas Hati,Tidak Pasti
4/4/2018 17:04:50,26,Melayu,Islam,Kuala Lumpur,Kuala Lumpur,RM 0 - RM 100,Ijazah Sarjana Muda,Ya,Tidak,Ya,Ya,Ya,Ya,Tidak,Amat Puas Hati,Barisan Nasional (BN)
4/4/2018 17:19:48,27,Melayu,Islam,selangor,Selangor,RM 0 - RM 100,Ijazah Sarjana Muda,Tidak,Ya,Ya,Ya,Tidak Pasti,Tidak,Ya,Sedikit Tidak Puas Hati,Tidak Pasti
4/4/2018 17:26:38,21,Melayu,Islam,Perak,Perak,RM 0 - RM 100,Diploma / Sijil,Tidak,Ya,Tidak Pasti,Ya,Tidak Pasti,Tidak,Tidak Pasti,Sedikit Tidak Puas Hati,Pas dan Gabungan nya
4/4/2018 17:28:28,27,Melayu,Islam,Kedah,Kedah,RM 0 - RM 100,Ijazah Sarjana Muda,Ya,Ya,Ya,Ya,Ya,Tidak,Tidak,Tidak Puas Hati,Pakatan Harapan (PH)
4/4/2018 17:30:06,51,Melayu,Islam,Kuala Lumpur,Kuala Lumpur,RM 500 dan lebih,SPM/SPMV atau setaraf,Ya,Ya,Tidak,Ya,Ya,Tidak,Ya,Tidak Puas Hati,Pakatan Harapan (PH)
4/4/2018 17:34:43,25,Melayu,Islam,SELANGOR,Selangor,RM 0 - RM 100,Ijazah Sarjana Muda,Ya,Ya,Tidak Pasti,Ya,Tidak Pasti,Tidak Pasti,Tidak,Tidak Puas Hati,Tidak Pasti
4/4/2018 17:39:03,25,Melayu,Islam,kuala lumpur,Kuala Lumpur,RM 0 - RM 100,Diploma / Sijil,Ya,Ya,Tidak Pasti,Ya,Ya,Tidak Pasti,Ya,Sedikit Tidak Puas Hati,Tidak Pasti
4/4/2018 17:40:18,36,Melayu,Islam,Perak,Perak,RM 0 - RM 100,Diploma / Sijil,Ya,Ya,Ya,Ya,Ya,Ya,Tidak Pasti,Puas Hati,Barisan Nasional (BN)
4/4/2018 17:39:21,26,Melayu,Islam,Kelantan,Kelantan,RM 101 - RM 300,Siswazah (Masters/PHD),Ya,Ya,Tidak Pasti,Ya,Tidak Pasti,Tidak,Ya,Tidak Puas Hati,Pas dan Gabungan nya
4/4/2018 17:39:23,45,Melayu,Islam,Pulau Pinang,Pulau Pinang,RM 101 - RM 300,Ijazah Sarjana Muda,Ya,Ya,Ya,Ya,Ya,Ya,Tidak,Tidak Puas Hati,Pakatan Harapan (PH)
4/4/2018 17:44:23,38,Melayu,Islam,Perak,Perak,RM 101 - RM 300,Diploma / Sijil,Ya,Ya,Tidak Pasti,Ya,Tidak Pasti,Tidak,Tidak,Tidak Puas Hati,Tidak Pasti
4/4/2018 17:57:20,27,Melayu,Islam,Perak,Perak,RM 0 - RM 100,Ijazah Sarjana Muda,Ya,Ya,Tidak Pasti,Ya,Ya,Tidak,Tidak,Tidak Puas Hati,Pakatan Harapan (PH)
4/4/2018 18:08:48,35,Melayu,Islam,Selangor,Selangor,RM 0 - RM 100,Diploma / Sijil,Ya,Tidak,Ya,Ya,Ya,Tidak Pasti,Ya,Sedikit Tidak Puas Hati,Barisan Nasional (BN)
4/4/2018 18:31:50,27,Melayu,Islam,Terengganu,Terengganu,RM 0 - RM 100,Ijazah Sarjana Muda,Ya,Ya,Ya,Ya,Ya,Tidak Pasti,Tidak,Sedikit Tidak Puas Hati,Barisan Nasional (BN)
